Nationality,Name,Photo,Club,Wage,Overall
Chile,M. Campos,https://cdn.sofifa.org/players/4/19/206656.png,Audax Italiano,€1K,64
Chile,G. Rivas,https://cdn.sofifa.org/players/4/19/229441.png,San Luis de Quillota,€1K,64
Spain,Pep Biel,https://cdn.sofifa.org/players/4/19/241985.png,Real Zaragoza,€2K,64
Canada,D. Cornelius,https://cdn.sofifa.org/players/4/19/243009.png,NA,€0,64
Saudi Arabia,F. Darwish,https://cdn.sofifa.org/players/4/19/210498.png,Al Wehda,€5K,64
Argentina,R. Arciero,https://cdn.sofifa.org/players/4/19/222018.png,Club Atlético Banfield,€3K,64
Italy,A. Pinamonti,https://cdn.sofifa.org/players/4/19/235842.png,Frosinone,€6K,64
Ecuador,L. Luna,https://cdn.sofifa.org/players/4/19/244802.png,Independiente Medellín,€1K,64
United States,B. Evans,https://cdn.sofifa.org/players/4/19/179778.png,Sporting Kansas City,€2K,64
Republic of Ireland,J. O'Sullivan,https://cdn.sofifa.org/players/4/19/209475.png,Blackpool,€2K,64
Germany,P. Schorr,https://cdn.sofifa.org/players/4/19/214595.png,VfR Aalen,€1K,64
Korea Republic,Kim Shin,https://cdn.sofifa.org/players/4/19/221763.png,Gyeongnam FC,€2K,64
Ivory Coast,B. Touré,https://cdn.sofifa.org/players/4/19/224323.png,Córdoba CF,€2K,64
Republic of Ireland,R. Sweeney,https://cdn.sofifa.org/players/4/19/226116.png,Mansfield Town,€6K,64
Italy,E. Zambataro,https://cdn.sofifa.org/players/4/19/244548.png,Padova,€1K,64
Russia,N. Rasskazov,https://cdn.sofifa.org/players/4/19/245572.png,Spartak Moscow,€1K,64
Italy,F. Piovaccari,https://cdn.sofifa.org/players/4/19/170309.png,Córdoba CF,€3K,64
Russia,A. Lomovitskiy,https://cdn.sofifa.org/players/4/19/245573.png,Spartak Moscow,€1K,64
Korea Republic,Shin Kwang Hoon,https://cdn.sofifa.org/players/4/19/184901.png,FC Seoul,€2K,64
Austria,M. Kuttin,https://cdn.sofifa.org/players/4/19/210502.png,FC Admira Wacker Mödling,€2K,64
Denmark,K. Pallesen,https://cdn.sofifa.org/players/4/19/216134.png,Aalborg BK,€3K,64
Colombia,O. Álvarez,https://cdn.sofifa.org/players/4/19/216390.png,Patriotas Boyacá FC,€1K,64
Belgium,B. Straetman,https://cdn.sofifa.org/players/4/19/235334.png,Sporting Lokeren,€3K,64
Scotland,G. Middleton,https://cdn.sofifa.org/players/4/19/232519.png,Rangers FC,€6K,64
Denmark,J. Eskesen,https://cdn.sofifa.org/players/4/19/239175.png,Odense Boldklub,€2K,64
Spain,Guillem Jaime,https://cdn.sofifa.org/players/4/19/246599.png,FC Barcelona,€13K,64
Austria,R. Ranftl,https://cdn.sofifa.org/players/4/19/215368.png,LASK Linz,€3K,64
Jamaica,J. Grant,https://cdn.sofifa.org/players/4/19/170056.png,Plymouth Argyle,€3K,64
Turkey,M. Yıldırım,https://cdn.sofifa.org/players/4/19/172872.png,Yeni Malatyaspor,€3K,64
Norway,M. Ingebrigtsen,https://cdn.sofifa.org/players/4/19/212041.png,Tromsø IL,€1K,64
Argentina,N. Bertocchi,https://cdn.sofifa.org/players/4/19/215113.png,Club Deportes Temuco,€1K,64
Italy,A. Camigliano,https://cdn.sofifa.org/players/4/19/219721.png,Cittadella,€1K,64
Norway,U. Saltnes,https://cdn.sofifa.org/players/4/19/221001.png,FK Bodø/Glimt,€1K,64
United States,I. Harkes,https://cdn.sofifa.org/players/4/19/237385.png,DC United,€2K,64
Jamaica,D. Kelly,https://cdn.sofifa.org/players/4/19/243017.png,DC United,€2K,64
Spain,José González,https://cdn.sofifa.org/players/4/19/245577.png,Granada CF,€2K,64
Congo,C. Dikamona,https://cdn.sofifa.org/players/4/19/199754.png,Heart of Midlothian,€2K,64
United States,J. Maurer,https://cdn.sofifa.org/players/4/19/202570.png,FC Dallas,€2K,64
Canada,A. Morgan,https://cdn.sofifa.org/players/4/19/203338.png,Toronto FC,€2K,64
Switzerland,C. Lustenberger,https://cdn.sofifa.org/players/4/19/158282.png,FC Luzern,€3K,64
Belgium,M. Ngombo,https://cdn.sofifa.org/players/4/19/231754.png,Ascoli,€1K,64
Mexico,J. Ibarra,https://cdn.sofifa.org/players/4/19/187722.png,Lobos BUAP,€2K,64
Switzerland,F. Affolter,https://cdn.sofifa.org/players/4/19/191050.png,San Jose Earthquakes,€2K,64
Venezuela,J. Chancellor,https://cdn.sofifa.org/players/4/19/234059.png,NA,€0,64
Germany,L. Mai,https://cdn.sofifa.org/players/4/19/243275.png,FC Bayern München,€5K,64
Chile,P. Jerez,https://cdn.sofifa.org/players/4/19/214860.png,CD Antofagasta,€1K,64
Saudi Arabia,A. Al Bishi,https://cdn.sofifa.org/players/4/19/221772.png,Al Faisaly,€5K,64
Republic of Ireland,D. Watts,https://cdn.sofifa.org/players/4/19/236364.png,Shamrock Rovers,€1K,64
Mexico,S. Reyes,https://cdn.sofifa.org/players/4/19/239948.png,Monarcas Morelia,€2K,64
Italy,M. Vitale,https://cdn.sofifa.org/players/4/19/225101.png,SPAL,€2K,64
Germany,M. Seegert,https://cdn.sofifa.org/players/4/19/239181.png,SV Sandhausen,€1K,64
England,D. Lewington,https://cdn.sofifa.org/players/4/19/138830.png,Milton Keynes Dons,€3K,64
Spain,Fran García,https://cdn.sofifa.org/players/4/19/246606.png,Real Madrid,€9K,64
Australia,G. Mebrahtu,https://cdn.sofifa.org/players/4/19/200527.png,Sparta Praha,€1K,64
Venezuela,A. Ponce,https://cdn.sofifa.org/players/4/19/234063.png,NA,€0,64
Romania,V. Screciu,https://cdn.sofifa.org/players/4/19/243023.png,KRC Genk,€1K,64
Portugal,Mika,https://cdn.sofifa.org/players/4/19/245071.png,GD Chaves,€2K,64
Republic of Ireland,D. Massey,https://cdn.sofifa.org/players/4/19/190031.png,Dundalk,€1K,64
Scotland,M. O'Hara,https://cdn.sofifa.org/players/4/19/211536.png,Peterborough United,€3K,64
Sweden,J. Augustinsson,https://cdn.sofifa.org/players/4/19/233040.png,Djurgårdens IF,€1K,64
Mexico,L. Pérez,https://cdn.sofifa.org/players/4/19/189008.png,Club Necaxa,€3K,64
Spain,Gerard Oliva,https://cdn.sofifa.org/players/4/19/202321.png,Cracovia,€2K,64
Scotland,J. Hamilton,https://cdn.sofifa.org/players/4/19/211537.png,Dundee FC,€1K,64
England,L. McGee,https://cdn.sofifa.org/players/4/19/225361.png,Portsmouth,€2K,64
Mexico,T. Alfaro,https://cdn.sofifa.org/players/4/19/232017.png,Seattle Sounders FC,€2K,64
Germany,M. Wagner,https://cdn.sofifa.org/players/4/19/238929.png,SV Meppen,€1K,64
Saudi Arabia,A. Awaji,https://cdn.sofifa.org/players/4/19/228690.png,Al Ahli,€8K,64
Croatia,M. Ćosić,https://cdn.sofifa.org/players/4/19/240466.png,FK Haugesund,€1K,64
England,D. McNeil,https://cdn.sofifa.org/players/4/19/243282.png,Burnley,€5K,64
France,P. Charruau,https://cdn.sofifa.org/players/4/19/207443.png,Red Star FC,€1K,64
Senegal,S. Sarr,https://cdn.sofifa.org/players/4/19/230995.png,FC Lorient,€1K,64
England,T. Pearce,https://cdn.sofifa.org/players/4/19/235347.png,Leeds United,€6K,64
England,T. Oakley-Boothe,https://cdn.sofifa.org/players/4/19/237139.png,Tottenham Hotspur,€7K,64
Uruguay,S. Ichazo,https://cdn.sofifa.org/players/4/19/227668.png,Torino,€6K,64
Montserrat,D. Daniels,https://cdn.sofifa.org/players/4/19/209493.png,Blackpool,€2K,64
Panama,A. Ariano,https://cdn.sofifa.org/players/4/19/237141.png,Patriotas Boyacá FC,€1K,64
United States,B. Kallman,https://cdn.sofifa.org/players/4/19/237397.png,Minnesota United FC,€2K,64
Croatia,D. Lovren,https://cdn.sofifa.org/players/4/19/239189.png,Fortuna Düsseldorf,€3K,64
China PR,Li Wei,https://cdn.sofifa.org/players/4/19/181845.png,Shandong Luneng TaiShan FC,€4K,64
Argentina,H. Silva,https://cdn.sofifa.org/players/4/19/203862.png,Defensa y Justicia,€3K,64
France,K. Coulibaly,https://cdn.sofifa.org/players/4/19/213334.png,Willem II,€2K,64
France,J. Deminguet,https://cdn.sofifa.org/players/4/19/241238.png,Stade Malherbe Caen,€4K,64
England,J. Mellis,https://cdn.sofifa.org/players/4/19/186198.png,Mansfield Town,€5K,64
Switzerland,S. Demhasaj,https://cdn.sofifa.org/players/4/19/239191.png,FC Luzern,€3K,64
Italy,M. Di Piazza,https://cdn.sofifa.org/players/4/19/189783.png,Cosenza,€1K,64
Colombia,B. Fernández,https://cdn.sofifa.org/players/4/19/237144.png,Deportivo Pasto,€1K,64
Albania,S. Binakaj,https://cdn.sofifa.org/players/4/19/238680.png,SG Sonnenhof Großaspach,€2K,64
China PR,Zhou Haibin,https://cdn.sofifa.org/players/4/19/181848.png,Shandong Luneng TaiShan FC,€4K,64
Chile,S. Leyton,https://cdn.sofifa.org/players/4/19/229465.png,CD Everton de Viña del Mar,€1K,64
France,C. Dagba,https://cdn.sofifa.org/players/4/19/241497.png,Paris Saint-Germain,€5K,64
Germany,P. Müller,https://cdn.sofifa.org/players/4/19/224090.png,SC Preußen Münster,€1K,64
Croatia,I. Jukić,https://cdn.sofifa.org/players/4/19/239962.png,Korona Kielce,€1K,64
Ivory Coast,K. Zohi,https://cdn.sofifa.org/players/4/19/240730.png,RC Strasbourg Alsace,€3K,64
Portugal,S. Jombati,https://cdn.sofifa.org/players/4/19/204635.png,Wycombe Wanderers,€2K,64
Panama,J. Cox,https://cdn.sofifa.org/players/4/19/237403.png,América de Cali,€1K,64
United States,S. Salinas,https://cdn.sofifa.org/players/4/19/186715.png,San Jose Earthquakes,€2K,64
Colombia,D. Parra,https://cdn.sofifa.org/players/4/19/227164.png,Patriotas Boyacá FC,€1K,64
Brazil,Leonardo Freijão,https://cdn.sofifa.org/players/4/19/230236.png,Ceará Sporting Club,€4K,64
England,D. Powell,https://cdn.sofifa.org/players/4/19/190556.png,Northampton Town,€4K,64
England,D. Potts,https://cdn.sofifa.org/players/4/19/203357.png,Luton Town,€2K,64
Slovenia,J. Vidović,https://cdn.sofifa.org/players/4/19/208477.png,SV Meppen,€1K,64
England,O. Sowunmi,https://cdn.sofifa.org/players/4/19/223069.png,Yeovil Town,€2K,64
Sweden,J. Bertilsson,https://cdn.sofifa.org/players/4/19/199774.png,Örebro SK,€2K,64
Germany,J. Bachmann,https://cdn.sofifa.org/players/4/19/224094.png,FC Würzburger Kickers,€2K,64
Germany,P. Heerwagen,https://cdn.sofifa.org/players/4/19/122718.png,FC Ingolstadt 04,€3K,64
Republic of Ireland,B. McNamee,https://cdn.sofifa.org/players/4/19/204383.png,Cork City,€1K,64
Australia,J. Aspropotamitis,https://cdn.sofifa.org/players/4/19/228191.png,Central Coast Mariners,€1K,64
Slovenia,M. Palčič,https://cdn.sofifa.org/players/4/19/238943.png,Wisła Kraków,€2K,64
Serbia,M. Ristić,https://cdn.sofifa.org/players/4/19/240223.png,Sparta Praha,€1K,64
England,N. Tyson,https://cdn.sofifa.org/players/4/19/53855.png,Wycombe Wanderers,€2K,64
Saudi Arabia,S. Al Qumayzi,https://cdn.sofifa.org/players/4/19/208992.png,Al Shabab,€6K,64
Italy,C. Agnelli,https://cdn.sofifa.org/players/4/19/162144.png,Foggia,€1K,64
Korea Republic,Lee Sang Heon,https://cdn.sofifa.org/players/4/19/233568.png,Jeonnam Dragons,€2K,64
United States,B. Bronico,https://cdn.sofifa.org/players/4/19/237920.png,Chicago Fire,€2K,64
Japan,M. Okugawa,https://cdn.sofifa.org/players/4/19/239712.png,Holstein Kiel,€6K,64
England,T. Obadeyi,https://cdn.sofifa.org/players/4/19/189792.png,FC Sochaux-Montbéliard,€2K,64
Burkina Faso,A. Guira,https://cdn.sofifa.org/players/4/19/205153.png,Aarhus GF,€3K,64
China PR,Liu Jian,https://cdn.sofifa.org/players/4/19/158305.png,Beijing Renhe FC,€3K,64
Scotland,C. Wighton,https://cdn.sofifa.org/players/4/19/224865.png,Heart of Midlothian,€2K,64
Japan,Y. Segawa,https://cdn.sofifa.org/players/4/19/237409.png,Kashiwa Reysol,€3K,64
Japan,K. Chinen,https://cdn.sofifa.org/players/4/19/237665.png,Kawasaki Frontale,€2K,64
Ghana,I. Abass,https://cdn.sofifa.org/players/4/19/245857.png,1. FSV Mainz 05,€3K,64
England,J. Stacey,https://cdn.sofifa.org/players/4/19/221282.png,Luton Town,€2K,64
Switzerland,M. Aebischer,https://cdn.sofifa.org/players/4/19/236898.png,BSC Young Boys,€4K,64
Austria,S. Rakowitz,https://cdn.sofifa.org/players/4/19/210275.png,FC Wacker Innsbruck,€3K,64
Spain,Diego Alende,https://cdn.sofifa.org/players/4/19/228707.png,RC Celta,€3K,64
England,S. Clare,https://cdn.sofifa.org/players/4/19/233315.png,Heart of Midlothian,€2K,64
Germany,M. Exslager,https://cdn.sofifa.org/players/4/19/199780.png,SC Fortuna Köln,€1K,64
Netherlands,A. Noppert,https://cdn.sofifa.org/players/4/19/218212.png,Foggia,€1K,64
China PR,Hu Yanqiang,https://cdn.sofifa.org/players/4/19/222308.png,Beijing Sinobo Guoan FC,€4K,64
Colombia,N. Gil,https://cdn.sofifa.org/players/4/19/235876.png,Independiente Santa Fe,€1K,64
England,A. Wordsworth,https://cdn.sofifa.org/players/4/19/171620.png,AFC Wimbledon,€2K,64
Spain,Andújar,https://cdn.sofifa.org/players/4/19/243556.png,CF Rayo Majadahonda,€2K,64
Switzerland,P. Koch,https://cdn.sofifa.org/players/4/19/188772.png,FC St. Gallen,€3K,64
France,G. Puel,https://cdn.sofifa.org/players/4/19/213349.png,GFC Ajaccio,€1K,64
England,G. Francomb,https://cdn.sofifa.org/players/4/19/197990.png,Crawley Town,€3K,64
Republic of Ireland,D. McMillan,https://cdn.sofifa.org/players/4/19/199014.png,St. Johnstone FC,€2K,64
El Salvador,A. Flores,https://cdn.sofifa.org/players/4/19/217190.png,Portland Timbers,€2K,64
England,K. Anderson,https://cdn.sofifa.org/players/4/19/227686.png,Swindon Town,€3K,64
Argentina,V. De Marco,https://cdn.sofifa.org/players/4/19/239206.png,Lech Poznań,€2K,64
Netherlands,Z. Erkilinc,https://cdn.sofifa.org/players/4/19/240742.png,Heracles Almelo,€2K,64
China PR,Jiang Liang,https://cdn.sofifa.org/players/4/19/241254.png,Guizhou Hengfeng FC,€3K,64
Turkey,U. Meras,https://cdn.sofifa.org/players/4/19/246118.png,Bursaspor,€3K,64
Norway,E. Johansen,https://cdn.sofifa.org/players/4/19/190822.png,Sandefjord Fotball,€1K,64
England,O. Threlkeld,https://cdn.sofifa.org/players/4/19/217191.png,Waasland-Beveren,€2K,64
England,T. Anderson,https://cdn.sofifa.org/players/4/19/209256.png,Doncaster Rovers,€2K,64
Morocco,F. Moufi,https://cdn.sofifa.org/players/4/19/232296.png,CD Tondela,€1K,64
England,R. Williams,https://cdn.sofifa.org/players/4/19/237160.png,Manchester United,€8K,64
Spain,Carlitos,https://cdn.sofifa.org/players/4/19/243560.png,CF Rayo Majadahonda,€2K,64
Argentina,E. Iñíguez,https://cdn.sofifa.org/players/4/19/243816.png,Club Atlético Aldosivi,€2K,64
Bosnia Herzegovina,B. Hušidić,https://cdn.sofifa.org/players/4/19/190568.png,LA Galaxy,€2K,64
England,S. Longstaff,https://cdn.sofifa.org/players/4/19/237161.png,Newcastle United,€7K,64
Republic of Ireland,C. Sammon,https://cdn.sofifa.org/players/4/19/171881.png,Motherwell,€2K,64
Germany,M. Wolfram,https://cdn.sofifa.org/players/4/19/238953.png,FC Carl Zeiss Jena,€1K,64
Slovakia,M. Faško,https://cdn.sofifa.org/players/4/19/239209.png,Eintracht Braunschweig,€3K,64
France,O. Fane,https://cdn.sofifa.org/players/4/19/235627.png,Oldham Athletic,€3K,64
Spain,Xesc Regis,https://cdn.sofifa.org/players/4/19/243307.png,SD Eibar,€4K,64
China PR,Lu Lin,https://cdn.sofifa.org/players/4/19/186475.png,Guangzhou R&F; FC,€4K,64
Serbia,F. Marković,https://cdn.sofifa.org/players/4/19/219756.png,Racing Club de Lens,€3K,64
England,F. Rawson,https://cdn.sofifa.org/players/4/19/223852.png,Forest Green Rovers,€2K,64
Ghana,M. Dauda,https://cdn.sofifa.org/players/4/19/242284.png,RSC Anderlecht,€4K,64
Republic of Ireland,K. Ward,https://cdn.sofifa.org/players/4/19/199021.png,Bohemian FC,€1K,64
Sweden,L. Hägg-Johansson,https://cdn.sofifa.org/players/4/19/211053.png,Kalmar FF,€1K,64
Argentina,M. Pinto,https://cdn.sofifa.org/players/4/19/225389.png,Club Atlético Lanús,€3K,64
Korea Republic,Song Si Woo,https://cdn.sofifa.org/players/4/19/233581.png,Sangju Sangmu FC,€1K,64
Finland,M. Halsti,https://cdn.sofifa.org/players/4/19/150894.png,Esbjerg fB,€2K,64
Spain,Viti,https://cdn.sofifa.org/players/4/19/234350.png,Real Oviedo,€2K,64
Iceland,E. Jónsson,https://cdn.sofifa.org/players/4/19/172398.png,SønderjyskE,€3K,64
Italy,A. Deiola,https://cdn.sofifa.org/players/4/19/229743.png,Parma,€6K,64
Brazil,Adrián Rocheira,https://cdn.sofifa.org/players/4/19/236143.png,Atlético Paranaense,€3K,64
Belgium,J. Bourdouxhe,https://cdn.sofifa.org/players/4/19/184175.png,FC Emmen,€2K,64
England,N. Cameron,https://cdn.sofifa.org/players/4/19/196976.png,Macclesfield Town,€2K,64
France,O. Mandanda,https://cdn.sofifa.org/players/4/19/240752.png,FC Girondins de Bordeaux,€2K,64
Republic of Ireland,P. Madden,https://cdn.sofifa.org/players/4/19/189808.png,Fleetwood Town,€3K,64
Finland,V. Jalasto,https://cdn.sofifa.org/players/4/19/156017.png,HJK Helsinki,€1K,64
Colombia,C. Cuesta,https://cdn.sofifa.org/players/4/19/233841.png,Atlético Nacional,€1K,64
Japan,T. Kubo,https://cdn.sofifa.org/players/4/19/237681.png,Yokohama F. Marinos,€1K,64
Switzerland,B. Toma,https://cdn.sofifa.org/players/4/19/240241.png,FC Sion,€3K,64
Republic of Ireland,E. Doyle,https://cdn.sofifa.org/players/4/19/187761.png,Bradford City,€3K,64
Sweden,J. Nilsson,https://cdn.sofifa.org/players/4/19/210802.png,IF Elfsborg,€1K,64
France,B. Chardonnet,https://cdn.sofifa.org/players/4/19/215410.png,Stade Brestois 29,€2K,64
Greece,D. Konstantopoulos,https://cdn.sofifa.org/players/4/19/152690.png,Middlesbrough,€5K,64
France,W. Geubbels,https://cdn.sofifa.org/players/4/19/241266.png,AS Monaco,€5K,64
Dominican Republic,L. Quezada,https://cdn.sofifa.org/players/4/19/243314.png,Córdoba CF,€2K,64
Colombia,R. Sánchez,https://cdn.sofifa.org/players/4/19/214131.png,Millonarios FC,€1K,64
Argentina,F. Lanzillotta,https://cdn.sofifa.org/players/4/19/226675.png,Argentinos Juniors,€2K,64
Chile,A. Moreno,https://cdn.sofifa.org/players/4/19/229491.png,Deportes Iquique,€1K,64
Brazil,Vagnão Junior,https://cdn.sofifa.org/players/4/19/230515.png,Ceará Sporting Club,€5K,64
Germany,C. Greger,https://cdn.sofifa.org/players/4/19/238963.png,SpVgg Unterhaching,€1K,64
Saudi Arabia,M. Salem,https://cdn.sofifa.org/players/4/19/210804.png,Al Shabab,€6K,64
Ivory Coast,K. Alphonse,https://cdn.sofifa.org/players/4/19/218740.png,CD Feirense,€2K,64
Poland,J. Tosik,https://cdn.sofifa.org/players/4/19/165748.png,Zagłębie Lubin,€2K,64
England,S. Wharton,https://cdn.sofifa.org/players/4/19/231540.png,Lincoln City,€6K,64
Iceland,A. Sigurðsson,https://cdn.sofifa.org/players/4/19/238196.png,PFC CSKA Moscow,€1K,64
Germany,J. Welzmüller,https://cdn.sofifa.org/players/4/19/238964.png,SpVgg Unterhaching,€2K,64
Venezuela,N. Ferraresi,https://cdn.sofifa.org/players/4/19/246388.png,NA,€0,64
Germany,O. Kiomourtzoglou,https://cdn.sofifa.org/players/4/19/238965.png,SpVgg Unterhaching,€1K,64
England,P. Taylor,https://cdn.sofifa.org/players/4/19/188789.png,Doncaster Rovers,€2K,64
Senegal,P. Keita,https://cdn.sofifa.org/players/4/19/208246.png,Waasland-Beveren,€3K,64
Austria,M. Leitgeb,https://cdn.sofifa.org/players/4/19/216182.png,Wolfsberger AC,€3K,64
Colombia,N. Tapia,https://cdn.sofifa.org/players/4/19/221302.png,Boyacá Chicó FC,€1K,64
Italy,T. D'Orazio,https://cdn.sofifa.org/players/4/19/229750.png,Cosenza,€1K,64
Italy,I. Marconi,https://cdn.sofifa.org/players/4/19/239478.png,US Cremonese,€1K,64
Mexico,L. Martínez,https://cdn.sofifa.org/players/4/19/177270.png,Tiburones Rojos de Veracruz,€2K,64
Saudi Arabia,A. Al Shammari,https://cdn.sofifa.org/players/4/19/220023.png,Al Ittihad,€6K,64
Wales,T. James,https://cdn.sofifa.org/players/4/19/222583.png,Yeovil Town,€2K,64
Hungary,B. Vécsei,https://cdn.sofifa.org/players/4/19/224375.png,FC Lugano,€2K,64
Germany,J. Dehm,https://cdn.sofifa.org/players/4/19/226167.png,Holstein Kiel,€2K,64
Belgium,M. Caufriez,https://cdn.sofifa.org/players/4/19/228983.png,Waasland-Beveren,€2K,64
Colombia,C. Rivera,https://cdn.sofifa.org/players/4/19/233079.png,Deportivo Cali,€1K,64
Scotland,D. Gray,https://cdn.sofifa.org/players/4/19/169591.png,Hibernian,€2K,64
Portugal,Ricardo Rodrigues,https://cdn.sofifa.org/players/4/19/244343.png,CD Aves,€3K,64
Japan,K. Shirai,https://cdn.sofifa.org/players/4/19/245623.png,Hokkaido Consadole Sapporo,€1K,64
Denmark,J. Jønsson,https://cdn.sofifa.org/players/4/19/204152.png,Atiker Konyaspor,€4K,64
Honduras,L. López,https://cdn.sofifa.org/players/4/19/223352.png,Los Angeles FC,€1K,64
Argentina,G. Prósperi,https://cdn.sofifa.org/players/4/19/165496.png,San Martín de San Juan,€3K,64
Germany,F. Burmeister,https://cdn.sofifa.org/players/4/19/199801.png,Eintracht Braunschweig,€2K,64
Australia,K. Yeboah,https://cdn.sofifa.org/players/4/19/213369.png,SC Fortuna Köln,€1K,64
Poland,M. Wdowiak,https://cdn.sofifa.org/players/4/19/222329.png,Cracovia,€1K,64
Argentina,F. Cristaldo,https://cdn.sofifa.org/players/4/19/223097.png,San Martín de San Juan,€3K,64
