Name,Photo,Overall,Potential,Value,Wage,Age,Height,Club,Nationality,League,Country,InternationalReputation
L. Weinkauf,https://cdn.sofifa.org/players/4/19/238503.png,59,71,NA,2,21,6'2,Hannover 96,Germany,Bundesliga,Germany,1
L. Woudenberg,https://cdn.sofifa.org/players/4/19/211195.png,66,70,NA,2,24,6'1,SC Heerenveen,Netherlands,Eredivisie,Netherlands,1
L. Zidane,https://cdn.sofifa.org/players/4/19/240311.png,62,71,NA,9,20,6'0,Real Madrid,France,La Liga,Spain,1
Laguardia,https://cdn.sofifa.org/players/4/19/194222.png,77,78,8,24,28,6'1,Deportivo Alavés,Spain,La Liga,Spain,1
Lato,https://cdn.sofifa.org/players/4/19/232008.png,74,83,7.5,18,20,5'7,Valencia CF,Spain,La Liga,Spain,1
Leandrinho,https://cdn.sofifa.org/players/4/19/210743.png,69,74,1.4,4,24,5'10,Rio Ave FC,Brazil,Liga Nos,Portugal,1
Lekue,https://cdn.sofifa.org/players/4/19/225523.png,75,78,7,19,25,5'11,Athletic Club de Bilbao,Spain,La Liga,Spain,1
Leo Baptistao,https://cdn.sofifa.org/players/4/19/205976.png,78,79,12.5,29,25,5'11,RCD Espanyol,Brazil,La Liga,Spain,2
Léo Bonatini,https://cdn.sofifa.org/players/4/19/220685.png,73,78,5.5,46,24,6'0,Wolverhampton Wanderers,Brazil,Premier League,UK,1
Léo Jardim,https://cdn.sofifa.org/players/4/19/226085.png,71,80,2.8,4,23,6'2,Rio Ave FC,Brazil,Liga Nos,Portugal,1
Leonardo,https://cdn.sofifa.org/players/4/19/207833.png,64,69,NA,2,25,6'2,Portimonense SC,Brazil,Liga Nos,Portugal,1
Licá,https://cdn.sofifa.org/players/4/19/184031.png,68,68,NA,4,29,5'11,Os Belenenses,Portugal,Liga Nos,Portugal,1
Lionn,https://cdn.sofifa.org/players/4/19/192310.png,71,71,1.8,7,29,6'0,GD Chaves,Brazil,Liga Nos,Portugal,1
Lisandro Semedo,https://cdn.sofifa.org/players/4/19/243402.png,71,77,3.2,6,22,5'9,Fortuna Sittard,Portugal,Eredivisie,Netherlands,1
Llorente,https://cdn.sofifa.org/players/4/19/162131.png,76,76,4.8,76,33,6'4,Tottenham Hotspur,Spain,Premier League,UK,3
Lluis López,https://cdn.sofifa.org/players/4/19/234032.png,67,77,1.1,6,21,6'0,RCD Espanyol,Spain,La Liga,Spain,1
Lombo,https://cdn.sofifa.org/players/4/19/245561.png,60,69,NA,1,19,6'0,CD Leganés,Spain,La Liga,Spain,1
Loren,https://cdn.sofifa.org/players/4/19/242348.png,78,83,14,25,24,6'2,Real Betis,Spain,La Liga,Spain,1
Luca Sangalli,https://cdn.sofifa.org/players/4/19/245520.png,71,79,3.5,14,23,5'6,Real Sociedad,Spain,La Liga,Spain,1
Lucas,https://cdn.sofifa.org/players/4/19/241829.png,66,76,NA,3,21,6'1,SC Braga,Brazil,Liga Nos,Portugal,1
Lucas Áfrico,https://cdn.sofifa.org/players/4/19/244006.png,70,74,2,5,23,6'2,Clube Sport Marítimo,Brazil,Liga Nos,Portugal,NA
Lucas Evangelista,https://cdn.sofifa.org/players/4/19/215559.png,75,80,9,21,23,5'11,FC Nantes,Brazil,Ligue 1,France,1
Lucas Fernandes,https://cdn.sofifa.org/players/4/19/234119.png,67,80,1.5,3,20,5'9,Portimonense SC,Brazil,Liga Nos,Portugal,1
Lucas França,https://cdn.sofifa.org/players/4/19/235574.png,64,74,NA,2,22,6'4,CD Nacional,Brazil,Liga Nos,Portugal,1
Lucas Leiva,https://cdn.sofifa.org/players/4/19/176266.png,83,83,17.5,64,31,5'10,Lazio,Brazil,Serie A,Italy,3
Lucas Lima,https://cdn.sofifa.org/players/4/19/207924.png,75,76,6.5,22,26,5'10,FC Nantes,Brazil,Ligue 1,France,1
Lucas Moura,https://cdn.sofifa.org/players/4/19/200949.png,83,84,31,115,25,5'9,Tottenham Hotspur,Brazil,Premier League,UK,3
Lucas Pérez,https://cdn.sofifa.org/players/4/19/199354.png,78,78,10.5,85,29,5'11,West Ham United,Spain,Premier League,UK,2
Lucas Piazon,https://cdn.sofifa.org/players/4/19/203038.png,72,77,4.2,55,24,6'0,Chelsea,Brazil,Premier League,UK,1
Lucas Possignolo,https://cdn.sofifa.org/players/4/19/238862.png,70,77,2.1,5,24,6'1,Portimonense SC,Brazil,Liga Nos,Portugal,1
Lucas Rodrigues,https://cdn.sofifa.org/players/4/19/245717.png,62,71,NA,1,18,6'0,Moreirense FC,Brazil,Liga Nos,Portugal,1
Lucas Torró,https://cdn.sofifa.org/players/4/19/208137.png,74,81,7,22,23,6'3,Eintracht Frankfurt,Spain,Bundesliga,Germany,1
Lucas Vázquez,https://cdn.sofifa.org/players/4/19/208618.png,83,83,27,205,27,5'8,Real Madrid,Spain,La Liga,Spain,2
Luis Alberto,https://cdn.sofifa.org/players/4/19/198706.png,82,85,28.5,67,25,6'0,Lazio,Spain,Serie A,Italy,2
Luís Cortez,https://cdn.sofifa.org/players/4/19/221530.png,67,70,NA,2,24,5'9,Vitória de Setúbal,Portugal,Liga Nos,Portugal,1
Luís Machado,https://cdn.sofifa.org/players/4/19/230150.png,70,71,2.1,7,25,5'6,CD Feirense,Portugal,Liga Nos,Portugal,1
Luís Martins,https://cdn.sofifa.org/players/4/19/205669.png,69,70,1,5,26,5'10,GD Chaves,Portugal,Liga Nos,Portugal,1
Luís Maximiano,https://cdn.sofifa.org/players/4/19/244316.png,65,80,NA,1,19,6'3,Sporting CP,Portugal,Liga Nos,Portugal,1
Luisinho,https://cdn.sofifa.org/players/4/19/180359.png,74,74,2.2,19,33,5'7,SD Huesca,Portugal,La Liga,Spain,1
Luismi,https://cdn.sofifa.org/players/4/19/220638.png,72,77,3.4,13,26,5'10,Real Valladolid CF,Spain,La Liga,Spain,1
Luiz Araújo,https://cdn.sofifa.org/players/4/19/234128.png,74,83,8.5,23,22,5'9,LOSC Lille,Brazil,Ligue 1,France,1
Luiz Felipe,https://cdn.sofifa.org/players/4/19/236355.png,74,83,7.5,24,21,6'2,Lazio,Brazil,Serie A,Italy,1
Luiz Gustavo,https://cdn.sofifa.org/players/4/19/185221.png,83,83,19,63,30,6'2,Olympique de Marseille,Brazil,Ligue 1,France,3
Luna,https://cdn.sofifa.org/players/4/19/199157.png,74,75,5,19,27,5'10,Levante UD,Spain,La Liga,Spain,1
Lyanco,https://cdn.sofifa.org/players/4/19/230672.png,71,80,3.2,16,21,6'2,Torino,Brazil,Serie A,Italy,1
M. Abarhoun,https://cdn.sofifa.org/players/4/19/218050.png,72,72,2.4,5,29,6'2,Moreirense FC,Morocco,Liga Nos,Portugal,1
M. Abeid,https://cdn.sofifa.org/players/4/19/188600.png,72,74,3.2,10,25,5'10,Dijon FCO,Algeria,Ligue 1,France,1
M. Abena,https://cdn.sofifa.org/players/4/19/212546.png,65,69,NA,2,23,6'3,De Graafschap,Suriname,Eredivisie,Netherlands,1
M. Acikgöz,https://cdn.sofifa.org/players/4/19/245372.png,60,73,NA,3,18,5'11,Beşiktaş JK,Turkey,Süper Lig,Turkey,NA
M. Acuña,https://cdn.sofifa.org/players/4/19/224334.png,80,80,12.5,16,26,5'8,Sporting CP,Argentina,Liga Nos,Portugal,2
M. Agu,https://cdn.sofifa.org/players/4/19/209984.png,75,80,7.5,11,25,6'0,Vitória de Setúbal,Nigeria,Liga Nos,Portugal,1
M. Akan,https://cdn.sofifa.org/players/4/19/230820.png,63,68,NA,3,23,5'11,MKE Ankaragücü,Turkey,Süper Lig,Turkey,1
M. Akanji,https://cdn.sofifa.org/players/4/19/229237.png,81,87,21,49,22,6'2,Borussia Dortmund,Switzerland,Bundesliga,Germany,2
M. Akbaş,https://cdn.sofifa.org/players/4/19/223135.png,67,67,NA,10,28,6'2,Trabzonspor,Turkey,Süper Lig,Turkey,NA
M. Akça,https://cdn.sofifa.org/players/4/19/205225.png,65,65,NA,4,27,6'0,Yeni Malatyaspor,Turkey,Süper Lig,Turkey,1
M. Albornoz,https://cdn.sofifa.org/players/4/19/192128.png,71,71,2,18,27,5'11,Hannover 96,Chile,Bundesliga,Germany,1
M. Albrighton,https://cdn.sofifa.org/players/4/19/183130.png,76,76,8,60,28,5'9,Leicester City,England,Premier League,UK,2
M. Ali,https://cdn.sofifa.org/players/4/19/232901.png,64,73,NA,2,20,6'1,Vitesse,Saudi Arabia,Eredivisie,Netherlands,1
M. Alphonse,https://cdn.sofifa.org/players/4/19/228897.png,68,68,NA,6,28,6'0,Dijon FCO,France,Ligue 1,France,1
M. Anderson,https://cdn.sofifa.org/players/4/19/236883.png,63,76,NA,3,20,5'11,Excelsior,Iceland,Eredivisie,Netherlands,1
M. Andreolli,https://cdn.sofifa.org/players/4/19/172835.png,74,74,3.2,25,32,6'2,Cagliari,Italy,Serie A,Italy,2
M. Antenucci,https://cdn.sofifa.org/players/4/19/188599.png,76,76,4.8,17,33,5'10,SPAL,Italy,Serie A,Italy,1
M. Antonio,https://cdn.sofifa.org/players/4/19/190717.png,76,76,8,69,28,5'10,West Ham United,England,Premier League,UK,2
M. Arambarri,https://cdn.sofifa.org/players/4/19/232665.png,76,81,8.5,18,22,5'9,Getafe CF,Uruguay,La Liga,Spain,1
M. Araz,https://cdn.sofifa.org/players/4/19/221926.png,68,74,1.2,6,24,5'8,Atiker Konyaspor,Switzerland,Süper Lig,Turkey,1
M. Arnautović,https://cdn.sofifa.org/players/4/19/184200.png,82,82,22,120,29,6'4,West Ham United,Austria,Premier League,UK,NA
M. Arnold,https://cdn.sofifa.org/players/4/19/206511.png,78,83,13.5,40,24,6'0,VfL Wolfsburg,Germany,Bundesliga,Germany,2
M. Awoudja,https://cdn.sofifa.org/players/4/19/245100.png,61,72,NA,6,20,6'2,FC Bayern München,Germany,Bundesliga,Germany,1
M. Badelj,https://cdn.sofifa.org/players/4/19/201144.png,80,80,11.5,53,29,6'1,Lazio,Croatia,Serie A,Italy,2
M. Bakalorz,https://cdn.sofifa.org/players/4/19/203979.png,74,74,4.6,27,28,5'11,Hannover 96,Germany,Bundesliga,Germany,1
M. Bakker,https://cdn.sofifa.org/players/4/19/239368.png,65,79,1,2,18,6'0,Ajax,Netherlands,Eredivisie,Netherlands,1
M. Balotelli,https://cdn.sofifa.org/players/4/19/186627.png,83,83,27.5,55,27,6'2,OGC Nice,Italy,Ligue 1,France,4
M. Bani,https://cdn.sofifa.org/players/4/19/224378.png,67,72,NA,5,24,6'2,Chievo Verona,Italy,Serie A,Italy,1
M. Barbosa,https://cdn.sofifa.org/players/4/19/142959.png,76,76,3.9,22,33,6'2,Villarreal CF,Argentina,La Liga,Spain,1
M. Barrow,https://cdn.sofifa.org/players/4/19/242374.png,68,85,1.9,6,19,6'0,Atalanta,Gambia,Serie A,Italy,1
M. Batshuayi,https://cdn.sofifa.org/players/4/19/204529.png,80,84,19.5,105,24,6'1,Valencia CF,Belgium,La Liga,Spain,2
M. Benassi,https://cdn.sofifa.org/players/4/19/211354.png,77,82,11.5,45,23,6'0,Fiorentina,Italy,Serie A,Italy,2
M. Benatia,https://cdn.sofifa.org/players/4/19/177509.png,86,86,30,160,31,6'2,Juventus,Morocco,Serie A,Italy,3
M. Berden,https://cdn.sofifa.org/players/4/19/246427.png,60,70,NA,2,20,5'9,Vitesse,Netherlands,Eredivisie,Netherlands,1
M. Bero,https://cdn.sofifa.org/players/4/19/235297.png,70,78,2.6,7,22,6'0,Vitesse,Slovakia,Eredivisie,Netherlands,1
M. Bettinelli,https://cdn.sofifa.org/players/4/19/204246.png,73,77,3.6,30,26,6'4,Fulham,England,Premier League,UK,1
M. Bizot,https://cdn.sofifa.org/players/4/19/200110.png,75,78,5.5,11,27,6'4,AZ Alkmaar,Netherlands,Eredivisie,Netherlands,1
M. Bjärsmyr,https://cdn.sofifa.org/players/4/19/176732.png,71,71,1.4,9,32,6'1,Sivasspor,Sweden,Süper Lig,Turkey,1
M. Blair,https://cdn.sofifa.org/players/4/19/242407.png,56,66,NA,3,18,5'9,Burnley,England,Premier League,UK,1
M. Boadu,https://cdn.sofifa.org/players/4/19/239956.png,66,85,1.3,3,17,5'11,AZ Alkmaar,Netherlands,Eredivisie,Netherlands,1
M. Bodmer,https://cdn.sofifa.org/players/4/19/51123.png,70,70,NA,8,35,6'3,Amiens SC,France,Ligue 1,France,2
M. Boudjemaa,https://cdn.sofifa.org/players/4/19/246229.png,60,75,NA,2,20,6'0,En Avant de Guingamp,France,Ligue 1,France,1
M. Bourabia,https://cdn.sofifa.org/players/4/19/198220.png,71,72,2.7,29,26,6'0,Sassuolo,Morocco,Serie A,Italy,1
M. Branderhorst,https://cdn.sofifa.org/players/4/19/210832.png,68,74,NA,3,24,6'4,Willem II,Netherlands,Eredivisie,Netherlands,1
M. Breij,https://cdn.sofifa.org/players/4/19/242686.png,65,73,NA,2,21,5'11,FC Groningen,Netherlands,Eredivisie,Netherlands,1
M. Brighi,https://cdn.sofifa.org/players/4/19/45605.png,69,69,NA,5,37,5'10,Empoli,Italy,Serie A,Italy,2
M. Britos,https://cdn.sofifa.org/players/4/19/189067.png,74,74,3.2,39,32,6'3,Watford,Uruguay,Premier League,UK,2
M. Brouwer,https://cdn.sofifa.org/players/4/19/215546.png,62,65,NA,1,25,6'3,Heracles Almelo,Netherlands,Eredivisie,Netherlands,1
M. Brozović,https://cdn.sofifa.org/players/4/19/216352.png,81,84,18.5,64,25,5'11,Inter,Croatia,Serie A,Italy,NA
M. Büchel,https://cdn.sofifa.org/players/4/19/198079.png,71,71,2.4,10,27,5'9,Empoli,Liechtenstein,Serie A,Italy,1
M. Bulka,https://cdn.sofifa.org/players/4/19/238186.png,56,74,NA,2,18,6'6,Chelsea,Poland,Premier League,UK,1
M. Butcher,https://cdn.sofifa.org/players/4/19/230876.png,61,73,NA,7,21,6'2,Bournemouth,England,Premier League,UK,1
M. Cáceres,https://cdn.sofifa.org/players/4/19/182495.png,78,78,7,44,31,5'11,Lazio,Uruguay,Serie A,Italy,2
M. Cafaro,https://cdn.sofifa.org/players/4/19/231236.png,68,79,1.5,6,21,5'8,Stade de Reims,France,Ligue 1,France,1
M. Caillard,https://cdn.sofifa.org/players/4/19/211398.png,63,69,NA,3,24,6'3,En Avant de Guingamp,France,Ligue 1,France,1
M. Caldara,https://cdn.sofifa.org/players/4/19/220477.png,80,86,17.5,73,24,6'2,Milan,Italy,Serie A,Italy,2
M. Capuano,https://cdn.sofifa.org/players/4/19/201529.png,71,73,2.4,10,26,6'1,Frosinone,Italy,Serie A,Italy,1
M. Cassierra,https://cdn.sofifa.org/players/4/19/227557.png,70,78,2.7,8,21,6'0,FC Groningen,Colombia,Eredivisie,Netherlands,1
M. Çelik,https://cdn.sofifa.org/players/4/19/224490.png,71,83,3.7,12,21,5'11,LOSC Lille,Turkey,Ligue 1,France,NA
M. Çelik1,https://cdn.sofifa.org/players/4/19/223452.png,69,69,1.1,24,28,5'10,Galatasaray SK,Turkey,Süper Lig,Turkey,NA
M. Chacón,https://cdn.sofifa.org/players/4/19/205593.png,64,68,NA,2,24,5'9,FC Emmen,Netherlands,Eredivisie,Netherlands,1
M. Chrien,https://cdn.sofifa.org/players/4/19/239465.png,68,76,1.3,4,22,6'0,Santa Clara,Slovakia,Liga Nos,Portugal,1
M. Clark,https://cdn.sofifa.org/players/4/19/223981.png,68,77,1.2,5,22,5'11,Vitesse,England,Eredivisie,Netherlands,1
M. Coco,https://cdn.sofifa.org/players/4/19/226414.png,75,81,9,19,22,6'0,En Avant de Guingamp,France,Ligue 1,France,2
M. Connolly,https://cdn.sofifa.org/players/4/19/167694.png,67,67,NA,13,30,6'2,Cardiff City,England,Premier League,UK,1
M. Cornet,https://cdn.sofifa.org/players/4/19/215798.png,75,80,9,41,21,5'10,Olympique Lyonnais,Ivory Coast,Ligue 1,France,1
M. Coulibaly,https://cdn.sofifa.org/players/4/19/238282.png,66,81,1.4,4,19,6'0,Udinese,Senegal,Serie A,Italy,1
M. Čović,https://cdn.sofifa.org/players/4/19/242454.png,59,76,NA,3,20,5'7,Hertha BSC,Germany,Bundesliga,Germany,NA
M. Cuisance,https://cdn.sofifa.org/players/4/19/239744.png,72,85,5.5,9,18,5'11,Borussia Mönchengladbach,France,Bundesliga,Germany,1
M. D'Alessandro,https://cdn.sofifa.org/players/4/19/192071.png,70,70,1.9,14,27,5'8,Udinese,Italy,Serie A,Italy,1
M. Dabo,https://cdn.sofifa.org/players/4/19/168630.png,64,64,NA,5,31,5'9,Stade Malherbe Caen,France,Ligue 1,France,1
M. Dahoud,https://cdn.sofifa.org/players/4/19/218339.png,80,86,20,50,22,5'10,Borussia Dortmund,Germany,Bundesliga,Germany,2
M. Daly,https://cdn.sofifa.org/players/4/19/244673.png,59,80,NA,3,17,5'9,Huddersfield Town,England,Premier League,UK,1
M. Darmian,https://cdn.sofifa.org/players/4/19/184392.png,76,76,6,88,28,6'0,Manchester United,Italy,Premier League,UK,2
M. de Fockert,https://cdn.sofifa.org/players/4/19/224175.png,65,71,NA,1,23,6'2,Excelsior,Netherlands,Eredivisie,Netherlands,1
M. de Ligt,https://cdn.sofifa.org/players/4/19/235243.png,82,91,27,11,18,6'2,Ajax,Netherlands,Eredivisie,Netherlands,2
M. de Roon,https://cdn.sofifa.org/players/4/19/208461.png,76,76,8,26,27,6'1,Atalanta,Netherlands,Serie A,Italy,2
M. De Sciglio,https://cdn.sofifa.org/players/4/19/206058.png,78,81,10.5,78,25,6'0,Juventus,Italy,Serie A,Italy,2
M. Dembélé,https://cdn.sofifa.org/players/4/19/162240.png,83,83,24,120,30,6'1,Tottenham Hotspur,Belgium,Premier League,UK,3
M. Dembélé1,https://cdn.sofifa.org/players/4/19/211591.png,76,85,12,43,21,6'0,Olympique Lyonnais,France,Ligue 1,France,1
M. Demir,https://cdn.sofifa.org/players/4/19/143809.png,72,74,3.8,12,26,5'11,Sivasspor,Turkey,Süper Lig,Turkey,1
M. Demir1,https://cdn.sofifa.org/players/4/19/239333.png,60,73,NA,3,20,5'7,Hannover 96,Turkey,Bundesliga,Germany,1
M. Demiral,https://cdn.sofifa.org/players/4/19/238160.png,73,83,5.5,7,20,6'4,Alanyaspor,Turkey,Süper Lig,Turkey,1
M. Depay,https://cdn.sofifa.org/players/4/19/202556.png,84,89,42,93,24,5'9,Olympique Lyonnais,Netherlands,Ligue 1,France,3
M. Destro,https://cdn.sofifa.org/players/4/19/193338.png,76,76,8,33,27,5'10,Bologna,Italy,Serie A,Italy,2
M. Diaby,https://cdn.sofifa.org/players/4/19/241852.png,70,85,3.7,19,18,5'7,Paris Saint-Germain,France,Ligue 1,France,1
M. Diakhaby,https://cdn.sofifa.org/players/4/19/230578.png,77,84,11,22,21,6'4,Valencia CF,France,La Liga,Spain,1
M. Diallo,https://cdn.sofifa.org/players/4/19/192673.png,69,69,NA,8,32,6'4,Nîmes Olympique,Senegal,Ligue 1,France,1
M. Diamé,https://cdn.sofifa.org/players/4/19/188556.png,75,75,5.5,42,31,6'0,Newcastle United,Senegal,Premier League,UK,2
M. Diemers,https://cdn.sofifa.org/players/4/19/216289.png,69,73,1.4,4,24,5'9,Fortuna Sittard,Netherlands,Eredivisie,Netherlands,1
M. Dijks,https://cdn.sofifa.org/players/4/19/208459.png,71,74,2.4,17,25,6'4,Bologna,Netherlands,Serie A,Italy,1
M. Dmitrović,https://cdn.sofifa.org/players/4/19/227290.png,79,80,10,21,26,6'4,SD Eibar,Serbia,La Liga,Spain,NA
M. Dobre,https://cdn.sofifa.org/players/4/19/237378.png,61,75,NA,4,19,5'10,Bournemouth,Romania,Premier League,UK,1
M. Doherty,https://cdn.sofifa.org/players/4/19/201417.png,75,78,7,52,26,6'0,Wolverhampton Wanderers,Republic of Ireland,Premier League,UK,1
M. Donald,https://cdn.sofifa.org/players/4/19/183936.png,70,70,1.7,9,29,6'0,Yeni Malatyaspor,Netherlands,Süper Lig,Turkey,1
M. Dos Santos,https://cdn.sofifa.org/players/4/19/210787.png,70,70,1.4,15,28,6'0,CD Leganés,Argentina,La Liga,Spain,1
M. Dossevi,https://cdn.sofifa.org/players/4/19/183820.png,77,77,8.5,30,30,5'8,Toulouse Football Club,Togo,Ligue 1,France,1
M. Doucouré,https://cdn.sofifa.org/players/4/19/233728.png,62,79,NA,3,20,6'0,Borussia Mönchengladbach,France,Bundesliga,Germany,1
M. Doumbia,https://cdn.sofifa.org/players/4/19/224368.png,71,77,3.2,11,23,5'7,Stade de Reims,Mali,Ligue 1,France,1
M. Dreyer,https://cdn.sofifa.org/players/4/19/184084.png,67,68,NA,5,29,6'2,Amiens SC,France,Ligue 1,France,1
M. Dúbravka,https://cdn.sofifa.org/players/4/19/220407.png,78,80,8.5,39,29,6'3,Newcastle United,Slovakia,Premier League,UK,1
M. Ducksch,https://cdn.sofifa.org/players/4/19/197031.png,72,76,4.1,20,24,6'2,Fortuna Düsseldorf,Germany,Bundesliga,Germany,1
M. Dupé,https://cdn.sofifa.org/players/4/19/204513.png,69,71,NA,8,25,6'2,FC Nantes,France,Ligue 1,France,1
M. Edwards,https://cdn.sofifa.org/players/4/19/235619.png,66,84,1.4,10,19,5'9,Excelsior,England,Eredivisie,Netherlands,1
M. Eggestein,https://cdn.sofifa.org/players/4/19/226168.png,78,84,14,22,21,5'11,SV Werder Bremen,Germany,Bundesliga,Germany,1
M. El Allouchi,https://cdn.sofifa.org/players/4/19/222161.png,67,72,1,3,23,5'8,"NAC Breda",Morocco,Eredivisie,Netherlands,1
M. El Hamdaoui,https://cdn.sofifa.org/players/4/19/138334.png,67,67,NA,3,33,6'0,Excelsior,Morocco,Eredivisie,Netherlands,2
M. El Hankouri,https://cdn.sofifa.org/players/4/19/234740.png,67,74,1.1,4,21,5'9,Feyenoord,Morocco,Eredivisie,Netherlands,1
M. El Kabir,https://cdn.sofifa.org/players/4/19/189849.png,70,70,1.8,14,29,5'9,MKE Ankaragücü,Morocco,Süper Lig,Turkey,1
M. Elneny,https://cdn.sofifa.org/players/4/19/213051.png,77,79,9,76,25,5'11,Arsenal,Egypt,Premier League,UK,1
M. Elyounoussi,https://cdn.sofifa.org/players/4/19/203362.png,79,85,17.5,48,23,5'10,Southampton,Norway,Premier League,UK,1
M. Erdinç,https://cdn.sofifa.org/players/4/19/176481.png,72,72,2.8,19,31,5'11,Antalyaspor,Turkey,Süper Lig,Turkey,2
M. Eskihellaç,https://cdn.sofifa.org/players/4/19/244486.png,62,70,NA,2,21,5'9,Yeni Malatyaspor,Turkey,Süper Lig,Turkey,1
M. Esser,https://cdn.sofifa.org/players/4/19/200212.png,76,76,4.9,24,30,6'6,Hannover 96,Germany,Bundesliga,Germany,1
M. Etame,https://cdn.sofifa.org/players/4/19/229596.png,69,69,1,8,29,5'11,Alanyaspor,Cameroon,Süper Lig,Turkey,1
M. Fabián,https://cdn.sofifa.org/players/4/19/186307.png,77,77,9,36,28,5'7,Eintracht Frankfurt,Mexico,Bundesliga,Germany,2
M. Fares,https://cdn.sofifa.org/players/4/19/226356.png,69,77,1.5,2,22,6'0,SPAL,Algeria,Serie A,Italy,1
M. Feeney,https://cdn.sofifa.org/players/4/19/233782.png,62,78,NA,5,19,NA,Everton,England,Premier League,UK,NA
M. Fellaini,https://cdn.sofifa.org/players/4/19/176944.png,79,79,11.5,120,30,6'4,Manchester United,Belgium,Premier League,UK,3
M. Flekken,https://cdn.sofifa.org/players/4/19/211738.png,72,75,2.8,12,25,6'4,SC Freiburg,Netherlands,Bundesliga,Germany,1
M. Fofana,https://cdn.sofifa.org/players/4/19/211287.png,71,71,2.5,12,26,5'10,Atiker Konyaspor,Ivory Coast,Süper Lig,Turkey,1
M. Folivi,https://cdn.sofifa.org/players/4/19/227807.png,59,74,NA,6,20,5'9,Watford,England,Premier League,UK,1
M. Frantz,https://cdn.sofifa.org/players/4/19/190671.png,73,73,3.4,20,31,6'0,SC Freiburg,Germany,Bundesliga,Germany,2
M. Friedl,https://cdn.sofifa.org/players/4/19/237595.png,68,79,1.3,15,20,6'2,SV Werder Bremen,Austria,Bundesliga,Germany,1
M. Gabbiadini,https://cdn.sofifa.org/players/4/19/198683.png,77,78,10.5,51,26,5'11,Southampton,Italy,Premier League,UK,2
M. Gaćinović,https://cdn.sofifa.org/players/4/19/230564.png,75,81,9,26,23,5'9,Eintracht Frankfurt,Serbia,Bundesliga,Germany,NA
M. Gajić,https://cdn.sofifa.org/players/4/19/229782.png,71,75,2.6,19,22,5'10,FC Girondins de Bordeaux,Serbia,Ligue 1,France,NA
M. Gazzola,https://cdn.sofifa.org/players/4/19/183188.png,73,73,1.5,29,33,6'0,Parma,Italy,Serie A,Italy,1
M. Gersbeck,https://cdn.sofifa.org/players/4/19/213573.png,69,77,1.2,8,23,6'2,Hertha BSC,Germany,Bundesliga,Germany,1
M. Gibbs-White,https://cdn.sofifa.org/players/4/19/236015.png,67,86,1.6,10,18,5'10,Wolverhampton Wanderers,England,Premier League,UK,1
M. Ginter,https://cdn.sofifa.org/players/4/19/207862.png,80,82,15.5,28,24,6'2,Borussia Mönchengladbach,Germany,Bundesliga,Germany,2
M. Gneba,https://cdn.sofifa.org/players/4/19/245864.png,60,73,NA,2,19,5'9,Amiens SC,France,Ligue 1,France,1
M. Gobbi,https://cdn.sofifa.org/players/4/19/137373.png,71,71,NA,16,37,6'0,Parma,Italy,Serie A,Italy,2
M. Goicoechea,https://cdn.sofifa.org/players/4/19/211327.png,72,72,2,15,30,6'1,Toulouse Football Club,Uruguay,Ligue 1,France,1
M. Gómez,https://cdn.sofifa.org/players/4/19/239207.png,80,85,20.5,25,21,6'1,RC Celta,Uruguay,La Liga,Spain,1
M. Gómez1,https://cdn.sofifa.org/players/4/19/150418.png,80,80,12,46,32,6'2,VfB Stuttgart,Germany,Bundesliga,Germany,3
M. Gonalons,https://cdn.sofifa.org/players/4/19/193116.png,75,75,5,47,29,6'2,Sevilla FC,France,La Liga,Spain,3
M. Goncalves,https://cdn.sofifa.org/players/4/19/244410.png,62,73,NA,2,17,5'10,Toulouse Football Club,France,Ligue 1,France,1
M. Gorgelin,https://cdn.sofifa.org/players/4/19/199721.png,68,71,NA,15,27,6'2,Olympique Lyonnais,France,Ligue 1,France,1
M. Gori,https://cdn.sofifa.org/players/4/19/224314.png,70,72,2.1,9,25,5'10,Frosinone,Italy,Serie A,Italy,1
M. Götze,https://cdn.sofifa.org/players/4/19/192318.png,82,85,27,67,26,5'9,Borussia Dortmund,Germany,Bundesliga,Germany,4
