Name,Photo,Age,Overall,Potential,Marking,StandingTackle,SlidingTackle,HeadingAccuracy,Dribbling,Curve,BallControl,Aggression,Interceptions,Positioning,Vision,Composure,Crossing,ShortPassing,LongPassing,Acceleration,SprintSpeed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Finishing,Volleys,FKAccuracy,ShotPower,LongShots,Penalties,InternationalReputation,Defending,General,Mental,Passing,Mobility,Power,Rating,Shooting
O. Bulut,https://cdn.sofifa.org/players/4/19/205939.png,24,66,69,53,58,56,40,65,64,54,74,57,67,60,54,62,67,59,78,77,82,67,74,58,90,57,51,51,63,62,53,53,1,55.666666666666664,55.75,62.4,62.666666666666664,76,69.75,67.5,55.5
R. Godínez,https://cdn.sofifa.org/players/4/19/211059.png,25,66,71,67,66,64,66,58,43,61,61,65,29,41,54,58,59,59,68,65,55,61,44,73,60,72,32,39,37,58,41,47,1,65.66666666666667,57,50,58.666666666666664,62.25,62.25,68.5,42.333333333333336
S. Anderson,https://cdn.sofifa.org/players/4/19/163955.png,32,66,66,62,65,64,71,47,48,55,73,64,28,49,76,55,53,42,27,35,67,62,58,71,62,77,13,19,15,35,18,16,1,63.666666666666664,55.25,58,50,47.75,67,66,19.333333333333332
A. Marchesano,https://cdn.sofifa.org/players/4/19/231027.png,27,66,67,54,42,52,46,70,68,74,40,35,61,64,57,60,73,68,67,68,75,57,94,56,69,35,55,47,69,65,61,67,1,49.333333333333336,64.5,51.4,67,66.75,63.5,66.5,60.666666666666664
E. Ndoj,https://cdn.sofifa.org/players/4/19/235379.png,21,66,75,63,67,66,58,63,49,68,63,62,49,64,65,57,70,66,70,73,64,67,62,62,74,63,47,47,51,60,53,48,1,65.33333333333333,59.5,60.6,64.33333333333333,68.5,65.25,70.5,51
D. Rose,https://cdn.sofifa.org/players/4/19/209268.png,30,66,66,66,64,58,50,58,64,65,52,62,59,62,75,60,71,61,66,63,78,64,81,73,81,63,57,55,59,61,63,56,1,62.666666666666664,59.25,62,64,67.75,74.5,66,58.5
J. Oumari,https://cdn.sofifa.org/players/4/19/211828.png,29,66,66,63,71,65,65,36,28,44,65,59,30,30,50,32,59,57,55,71,52,58,62,70,64,82,38,26,25,53,38,42,1,66.33333333333333,43.25,46.8,49.333333333333336,59,69.5,66,37
R. Festersen,https://cdn.sofifa.org/players/4/19/215668.png,31,66,66,42,38,47,59,66,62,65,46,49,63,62,60,59,62,46,77,80,70,60,68,75,76,65,67,59,62,66,66,67,1,42.333333333333336,63,56,55.666666666666664,71.75,71,66,64.5
J. Blayac,https://cdn.sofifa.org/players/4/19/157300.png,35,66,66,32,26,34,72,63,49,66,51,27,68,58,60,42,64,49,54,53,66,62,56,55,63,79,67,53,51,64,54,62,1,30.666666666666668,62.5,52.8,51.666666666666664,58.75,63.25,66,58.5
M. Ljujić,https://cdn.sofifa.org/players/4/19/242036.png,24,66,71,30,42,43,61,67,76,64,64,59,61,66,72,64,66,63,63,63,76,63,67,76,66,77,63,61,70,61,71,57,1,38.333333333333336,67,64.4,64.33333333333333,66.25,71.5,68.5,63.833333333333336
R. Vodišek,https://cdn.sofifa.org/players/4/19/244340.png,19,66,79,8,14,13,11,12,12,12,17,11,6,35,50,11,19,18,48,46,44,62,35,62,16,62,7,6,10,19,5,17,1,11.666666666666666,11.75,23.8,16,50,43.75,72.5,10.666666666666666
M. Marić,https://cdn.sofifa.org/players/4/19/52340.png,34,66,66,66,66,65,69,38,52,56,73,69,44,45,62,39,53,52,33,34,37,60,58,36,67,79,47,40,58,68,57,80,1,65.66666666666667,53.75,58.6,48,41,60,66,58.333333333333336
L. Frecklington,https://cdn.sofifa.org/players/4/19/163445.png,32,66,66,59,54,53,59,60,57,66,66,58,64,65,64,64,66,65,63,60,72,68,73,73,78,69,59,62,59,67,65,67,1,55.333333333333336,60.5,63.4,65,65.75,73.25,66,63.166666666666664
M. Awad,https://cdn.sofifa.org/players/4/19/241781.png,25,66,69,9,10,10,22,25,24,20,38,16,9,37,53,10,19,28,42,44,42,53,53,71,37,47,7,12,14,23,9,14,1,9.666666666666666,22.75,30.6,19,45.25,52,67.5,13.166666666666666
Dong Xuesheng,https://cdn.sofifa.org/players/4/19/191861.png,29,66,66,39,14,18,77,57,53,54,58,58,68,46,65,50,55,55,62,55,64,64,63,70,71,80,68,60,45,69,59,55,1,23.666666666666668,60.25,59,53.333333333333336,61.25,71,66,59.333333333333336
J. Düker,https://cdn.sofifa.org/players/4/19/225654.png,22,66,71,22,23,26,62,72,54,71,45,25,63,66,50,58,62,37,66,66,65,67,67,73,65,77,64,56,36,63,54,53,1,23.666666666666668,64.75,49.8,52.333333333333336,66,70.5,68.5,54.333333333333336
A. Dreyer,https://cdn.sofifa.org/players/4/19/236918.png,20,66,78,39,36,35,45,69,61,68,48,29,67,63,64,48,62,57,78,73,86,66,86,76,71,55,63,59,59,70,67,63,1,36.666666666666664,60.75,54.2,55.666666666666664,75.75,72,72,63.5
P. Estupiñán,https://cdn.sofifa.org/players/4/19/237942.png,20,66,76,60,65,67,63,49,59,61,51,58,48,37,53,69,70,52,73,73,63,61,74,58,63,61,20,38,36,41,42,40,1,64,58,49.4,63.666666666666664,67.5,64,71,36.166666666666664
D. Mast,https://cdn.sofifa.org/players/4/19/211831.png,26,66,67,41,29,26,44,69,49,63,41,28,57,60,61,64,63,44,85,84,72,62,65,64,67,67,60,51,56,64,39,52,1,32,56.25,49.4,57,75.75,65.75,66.5,53.666666666666664
Andoni López,https://cdn.sofifa.org/players/4/19/234359.png,22,66,77,59,71,67,58,53,36,62,56,59,43,43,55,72,62,54,71,72,60,58,53,70,64,59,31,35,29,43,26,44,1,65.66666666666667,52.25,51.2,62.666666666666664,65.25,61.5,71.5,34.666666666666664
F. Canales,https://cdn.sofifa.org/players/4/19/171895.png,31,66,66,12,15,13,15,8,16,30,43,23,18,23,46,9,36,33,45,53,65,69,66,71,40,47,12,14,9,40,17,28,1,13.333333333333334,17.25,30.6,26,58,56,66,20
S. Scappini,https://cdn.sofifa.org/players/4/19/239479.png,30,66,66,21,27,25,67,64,41,67,46,25,68,55,63,39,64,42,55,54,58,55,60,71,55,61,71,56,47,65,61,69,1,24.333333333333332,59.75,51.4,48.333333333333336,55.5,61.75,66,61.5
S. Nutz,https://cdn.sofifa.org/players/4/19/216184.png,26,66,68,52,54,58,52,63,74,66,53,55,59,68,68,54,65,63,70,66,75,69,73,64,71,65,52,59,68,68,65,59,1,54.666666666666664,63.75,60.6,60.666666666666664,70,68.25,67,61.833333333333336
J. Byrne,https://cdn.sofifa.org/players/4/19/218744.png,22,66,74,52,53,51,49,65,72,67,63,50,58,67,62,65,69,69,68,66,78,63,75,68,71,67,63,52,68,67,66,50,1,52,63.25,60,67.66666666666667,68.75,70.25,70,61
Dilson Calegari,https://cdn.sofifa.org/players/4/19/230264.png,34,66,66,10,39,33,71,61,53,63,43,57,61,74,76,62,67,62,70,62,63,62,61,55,53,59,66,58,50,62,69,60,1,27.333333333333332,62,62.2,63.666666666666664,64.25,57,66,60.833333333333336
Cris,https://cdn.sofifa.org/players/4/19/183160.png,34,66,66,67,67,61,66,62,59,65,75,66,63,61,68,60,68,63,47,53,70,62,67,77,63,57,44,43,55,62,58,68,1,65,63,66.6,63.666666666666664,58,66,66,55
K. Pannewitz,https://cdn.sofifa.org/players/4/19/197241.png,26,66,67,62,59,56,51,65,61,72,66,64,57,73,70,51,74,71,31,53,58,64,59,53,30,78,44,52,55,69,53,53,1,59,62.25,66,65.33333333333333,51.5,55,66.5,54.333333333333336
B. Kopacz,https://cdn.sofifa.org/players/4/19/201081.png,26,66,69,65,67,65,69,32,26,42,63,63,41,22,54,32,51,44,57,63,52,55,67,70,59,86,25,24,23,60,29,54,1,65.66666666666667,42.25,48.6,42.333333333333336,56.75,70.5,67.5,35.833333333333336
H. Patronen,https://cdn.sofifa.org/players/4/19/156025.png,34,66,66,67,59,59,68,37,26,48,72,72,27,46,53,34,44,50,49,50,50,60,57,86,43,77,35,48,48,75,36,54,1,61.666666666666664,44.75,54,42.666666666666664,52.25,65.75,66,49.333333333333336
A. Capello,https://cdn.sofifa.org/players/4/19/224121.png,22,66,72,24,23,23,62,60,45,67,39,33,67,62,61,62,63,60,73,78,74,66,58,62,72,62,68,57,43,59,55,70,1,23.333333333333332,58.5,52.4,61.666666666666664,72.75,63.5,69,58.666666666666664
He Guan,https://cdn.sofifa.org/players/4/19/224633.png,25,66,70,66,68,67,70,25,30,46,62,70,31,37,60,27,46,39,57,61,50,54,66,74,77,68,25,23,30,42,27,41,1,67,42.75,52,37.333333333333336,55.5,71.25,68,31.333333333333332
V. Skjerve,https://cdn.sofifa.org/players/4/19/182905.png,30,66,66,62,65,62,60,59,57,65,71,62,25,57,62,65,60,46,61,66,52,62,49,62,76,77,53,52,29,69,54,54,1,63,60.25,55.4,57,60.25,66,66,51.833333333333336
S. Williams,https://cdn.sofifa.org/players/4/19/190585.png,28,66,66,63,65,64,60,61,54,59,69,65,61,59,59,66,61,59,73,76,74,59,67,72,72,62,54,49,56,59,53,50,1,64,58.5,62.6,62,70.5,68.25,66,53.5
A. Hughes,https://cdn.sofifa.org/players/4/19/214906.png,26,66,68,67,67,64,64,50,28,57,70,64,41,35,49,57,58,63,63,69,67,63,63,81,80,73,29,23,50,28,30,38,1,66,49.75,51.8,59.333333333333336,65.5,74.25,67,33
M. Jansen,https://cdn.sofifa.org/players/4/19/234874.png,25,66,70,64,68,64,56,62,48,65,62,60,54,61,56,54,69,66,67,64,65,63,71,72,70,62,39,35,37,55,38,47,1,65.33333333333333,57.75,58.6,63,64.75,68.75,68,41.833333333333336
R. Yates,https://cdn.sofifa.org/players/4/19/235642.png,20,66,79,64,68,64,64,60,43,66,78,64,60,57,59,47,71,66,62,69,68,64,58,68,90,77,56,41,34,58,48,55,1,65.33333333333333,58.25,63.6,61.333333333333336,65.75,73.25,72.5,48.666666666666664
D. Zeefuik,https://cdn.sofifa.org/players/4/19/235899.png,20,66,74,60,66,65,62,58,43,62,81,63,56,52,60,60,64,57,78,79,72,62,76,90,70,75,35,38,39,55,29,46,1,63.666666666666664,56.25,62.4,60.333333333333336,72.75,77.75,70,40.333333333333336
F. Della Rocca,https://cdn.sofifa.org/players/4/19/178043.png,30,66,66,55,55,55,55,64,61,69,63,62,55,63,63,60,69,62,64,63,70,67,69,57,73,65,58,57,49,67,65,61,1,55,62.25,61.2,63.666666666666664,66,66,66,59.5
Z. Alomerović,https://cdn.sofifa.org/players/4/19/208764.png,27,66,69,9,14,11,13,14,16,21,31,12,8,30,52,16,31,22,36,38,39,60,42,65,24,70,11,11,12,19,12,20,1,11.333333333333334,16,26.6,23,43.25,50.25,67.5,14.166666666666666
M. Gouaida,https://cdn.sofifa.org/players/4/19/216444.png,25,66,68,29,34,36,40,71,53,68,39,24,62,63,53,65,64,50,79,75,79,60,76,69,65,59,51,45,41,51,46,48,1,33,58,48.2,59.666666666666664,73.25,67.25,67,47
S. Adekugbe,https://cdn.sofifa.org/players/4/19/220028.png,23,66,73,59,65,59,58,63,49,65,66,60,54,45,59,62,65,56,80,82,74,57,74,82,84,69,47,22,23,49,22,32,1,61,58.75,56.8,61,73.25,77.25,69.5,32.5
N. Molina,https://cdn.sofifa.org/players/4/19/233084.png,20,66,76,60,65,58,47,60,52,64,60,70,56,50,63,65,64,58,79,70,72,62,74,76,78,65,24,30,32,53,38,38,1,61,55.75,59.8,62.333333333333336,70.75,73.25,71,35.833333333333336
M. Maâzou,https://cdn.sofifa.org/players/4/19/187004.png,29,66,66,32,27,25,67,63,53,62,73,22,64,58,64,62,61,42,83,81,69,66,59,73,73,74,66,65,45,72,63,68,1,28,61.25,56.2,55,74.75,69.75,66,63.166666666666664
M. Lieder,https://cdn.sofifa.org/players/4/19/207741.png,28,66,66,20,17,14,64,66,40,67,69,18,69,52,68,42,59,44,74,66,73,63,67,67,67,75,63,49,42,67,58,68,1,17,59.25,55.2,48.333333333333336,69,69,66,57.833333333333336
W. Kaptoum,https://cdn.sofifa.org/players/4/19/223357.png,21,66,77,60,63,61,43,63,57,75,54,54,55,62,61,56,75,69,64,56,81,52,82,67,59,61,60,40,39,73,67,50,1,61.333333333333336,59.5,57.2,66.66666666666667,63.25,67.25,71.5,54.833333333333336
M. Finotto,https://cdn.sofifa.org/players/4/19/235133.png,25,66,71,26,20,27,65,63,49,62,33,18,67,62,66,53,59,40,85,79,68,68,68,62,77,64,61,65,48,60,56,66,1,24.333333333333332,59.75,49.2,50.666666666666664,75,67.75,68.5,59.333333333333336
P. Becker,https://cdn.sofifa.org/players/4/19/219518.png,25,66,69,20,23,21,50,65,68,66,58,48,60,68,55,65,66,65,82,83,77,61,77,82,46,64,49,34,69,69,67,55,1,21.333333333333332,62.25,57.8,65.33333333333333,75.75,67.25,67.5,57.166666666666664
D. Rangelov,https://cdn.sofifa.org/players/4/19/177278.png,35,66,66,32,42,33,66,65,65,66,67,36,70,60,68,54,63,49,53,54,69,67,73,84,55,74,67,59,62,65,61,70,1,35.666666666666664,65.5,60.2,55.333333333333336,60.75,71.5,66,64
M. Oxley,https://cdn.sofifa.org/players/4/19/186494.png,27,66,66,18,13,13,11,15,16,24,40,26,14,43,46,13,33,36,31,28,55,51,52,44,30,65,12,15,11,25,14,13,1,14.666666666666666,16.5,33.8,27.333333333333332,41.25,47.75,66,15
B. Coker,https://cdn.sofifa.org/players/4/19/200319.png,29,66,66,62,64,63,56,64,62,63,51,60,57,60,58,67,63,62,74,74,71,60,68,67,74,67,37,32,61,60,51,52,1,63,61.25,57.2,64,69.75,69,66,48.833333333333336
Sim Sang Min,https://cdn.sofifa.org/players/4/19/221567.png,25,66,70,60,64,64,37,67,50,65,65,67,67,55,60,64,64,57,72,70,71,66,71,68,72,69,50,30,39,43,47,39,1,62.666666666666664,54.75,62.8,61.666666666666664,69.75,70,68,41.333333333333336
H. Zuck,https://cdn.sofifa.org/players/4/19/210304.png,27,66,66,25,31,36,49,67,53,68,41,27,66,70,58,69,69,53,75,74,82,64,80,63,59,43,34,60,39,65,58,56,1,30.666666666666668,59.25,52.4,63.666666666666664,73.75,61.25,66,52
H. Zapata,https://cdn.sofifa.org/players/4/19/222080.png,23,66,75,49,31,35,46,69,54,66,45,43,59,56,60,58,62,55,76,78,80,65,64,52,69,72,63,50,41,53,55,45,1,38.333333333333336,58.75,52.6,58.333333333333336,74.75,64.25,70.5,51.166666666666664
C. Lines,https://cdn.sofifa.org/players/4/19/172928.png,32,66,66,54,58,47,53,64,70,69,46,42,67,73,66,63,70,65,53,54,60,59,60,53,66,62,59,49,67,63,61,70,1,53,64,58.8,66,56.5,60.25,66,61.5
M. Sollbauer,https://cdn.sofifa.org/players/4/19/190592.png,28,66,68,66,66,65,70,48,25,44,70,60,48,29,63,44,57,53,36,48,56,55,35,79,74,80,24,19,13,30,33,22,1,65.66666666666667,46.75,54,51.333333333333336,48.75,67,67,23.5
R. Jansson,https://cdn.sofifa.org/players/4/19/203137.png,26,66,69,64,65,67,64,55,37,59,60,65,37,47,59,40,66,62,60,62,54,53,54,53,57,79,24,33,20,32,28,35,1,65.33333333333333,53.75,53.6,56,57.25,60.75,67.5,28.666666666666668
A. Guido,https://cdn.sofifa.org/players/4/19/208513.png,24,66,73,41,51,55,60,68,62,66,40,63,64,65,61,54,70,68,68,67,65,66,61,54,63,62,58,60,66,68,61,59,1,49,64,58.6,64,66.5,60,69.5,62
I. González,https://cdn.sofifa.org/players/4/19/212353.png,26,66,67,64,66,65,63,65,56,63,44,64,65,55,55,66,65,63,70,70,68,54,66,68,74,72,43,46,39,66,57,44,1,65,61.75,56.6,64.66666666666667,65.5,70,66.5,49.166666666666664
H. Al Hazaa,https://cdn.sofifa.org/players/4/19/213377.png,26,66,67,16,17,15,66,59,33,66,41,14,64,51,51,33,51,36,79,75,69,62,65,90,79,62,70,66,30,60,49,61,1,16,56,44.2,40,71.25,74,66.5,56
F. Castillón,https://cdn.sofifa.org/players/4/19/215169.png,32,66,66,27,25,21,58,68,60,62,43,20,62,64,63,59,62,56,77,81,79,64,77,75,59,67,61,59,57,70,68,67,1,24.333333333333332,62,50.4,59,75.25,69.5,66,63.666666666666664
W. Harding,https://cdn.sofifa.org/players/4/19/228225.png,21,66,75,60,65,61,63,59,29,64,65,64,39,40,55,57,61,56,71,78,50,63,56,75,75,82,33,28,41,55,41,42,1,62,53.75,52.6,58,65.5,72,70.5,40
G. Tansey,https://cdn.sofifa.org/players/4/19/177793.png,29,66,66,63,64,61,60,63,73,66,54,60,60,68,68,63,69,67,66,66,68,64,64,82,70,82,61,58,75,75,73,73,1,62.666666666666664,65.5,62,66.33333333333333,66,74.5,66,69.16666666666667
H. Ojamaa,https://cdn.sofifa.org/players/4/19/186241.png,27,66,66,48,14,20,61,64,53,65,70,22,59,59,69,55,64,59,85,85,74,55,68,85,85,69,63,56,37,70,66,57,1,27.333333333333332,60.75,55.8,59.333333333333336,74.75,76.75,66,58.166666666666664
M. Ríos,https://cdn.sofifa.org/players/4/19/214914.png,34,66,66,54,43,26,47,58,53,70,56,43,71,72,64,61,65,62,72,71,54,48,62,61,77,47,57,56,59,69,61,54,1,41,57,61.2,62.666666666666664,61.25,61.75,66,59.333333333333336
M. Tévez,https://cdn.sofifa.org/players/4/19/224386.png,21,66,77,23,21,26,49,69,60,68,39,22,60,61,55,60,63,64,82,83,83,61,82,55,73,58,57,56,55,69,62,56,1,23.333333333333332,61.5,47.4,62.333333333333336,77.25,67,71.5,59.166666666666664
E. Sosa,https://cdn.sofifa.org/players/4/19/242050.png,22,66,74,49,38,40,37,68,63,66,53,27,61,66,66,45,67,56,75,71,78,61,79,54,61,53,56,51,62,71,65,57,1,42.333333333333336,58.5,54.6,56,71.25,61.75,70,60.333333333333336
T. Lapslie,https://cdn.sofifa.org/players/4/19/213635.png,22,66,74,65,63,65,52,55,32,60,77,68,52,53,52,39,62,63,62,68,66,63,73,86,85,65,49,31,46,56,52,45,1,64.33333333333333,49.75,60.4,54.666666666666664,64.75,77.25,70,46.5
M. Sauer,https://cdn.sofifa.org/players/4/19/226179.png,24,66,71,63,65,67,45,67,48,65,66,62,57,50,46,70,62,54,78,76,73,55,75,64,73,54,40,30,30,30,39,42,1,65,56.25,56.2,62,70.5,66.5,68.5,35.166666666666664
R. Descamps,https://cdn.sofifa.org/players/4/19/234371.png,22,66,74,9,11,10,14,9,13,11,22,8,7,23,49,10,21,16,33,26,29,61,24,32,20,63,9,6,12,17,6,12,1,10,11.75,21.8,15.666666666666666,37.25,34.75,70,10.333333333333334
J. Álvarez,https://cdn.sofifa.org/players/4/19/239491.png,22,66,74,46,35,31,38,68,51,69,41,25,54,58,60,59,67,57,75,78,72,64,72,51,67,63,57,47,42,65,48,59,1,37.333333333333336,56.5,47.6,61,72.25,63.25,70,53
A. Ludwig,https://cdn.sofifa.org/players/4/19/204164.png,25,66,73,66,64,62,68,55,61,60,64,61,60,30,59,57,66,62,62,63,60,64,64,72,74,75,35,32,62,39,34,37,1,64,61,54.8,61.666666666666664,62.25,71.25,69.5,39.833333333333336
C. Dunne,https://cdn.sofifa.org/players/4/19/205956.png,25,66,68,64,66,67,60,53,28,57,67,61,36,38,46,42,59,54,83,85,79,62,69,78,77,75,25,39,35,67,39,36,1,65.66666666666667,49.5,49.6,51.666666666666664,77.25,74.75,67,40.166666666666664
L. Rodríguez,https://cdn.sofifa.org/players/4/19/214660.png,24,66,71,64,62,64,53,68,74,67,72,61,56,62,65,74,64,68,75,73,80,56,86,75,67,59,50,45,78,35,63,44,1,63.333333333333336,65.5,63.2,68.66666666666667,71,71.75,68.5,52.5
J. Gómez,https://cdn.sofifa.org/players/4/19/224388.png,22,66,77,58,66,62,69,56,24,58,74,65,35,49,62,25,57,54,51,53,54,57,57,78,66,80,18,40,26,51,31,33,1,62,51.75,57,45.333333333333336,53.75,70.25,71.5,33.166666666666664
J. Aribo,https://cdn.sofifa.org/players/4/19/231044.png,21,66,77,64,60,58,51,68,63,69,54,51,66,69,63,53,73,69,79,85,81,60,66,58,57,67,55,40,59,56,40,45,1,60.666666666666664,62.75,60.6,65,76.25,62,71.5,49.166666666666664
Gabriel,https://cdn.sofifa.org/players/4/19/232580.png,20,66,77,65,69,65,62,39,47,43,69,71,32,30,62,38,49,45,64,54,52,65,40,63,65,73,30,28,26,45,30,40,1,66.33333333333333,47.75,52.8,44,58.75,60.25,71.5,33.166666666666664
C. Machado,https://cdn.sofifa.org/players/4/19/234372.png,28,66,67,70,67,63,53,61,37,63,72,64,37,57,61,41,67,63,69,66,63,65,73,64,63,58,39,38,42,71,70,45,1,66.66666666666667,53.5,58.2,57,65.75,64.5,66.5,50.833333333333336
L. Kruse,https://cdn.sofifa.org/players/4/19/121988.png,34,66,66,12,13,14,15,15,14,14,35,19,6,30,31,13,15,28,53,32,41,63,44,69,32,64,12,13,13,22,14,21,1,13,14.5,24.2,18.666666666666668,47.25,52.25,66,15.833333333333334
S. McConville,https://cdn.sofifa.org/players/4/19/191108.png,29,66,66,52,39,38,32,64,65,62,48,42,65,64,63,64,63,60,78,78,73,61,68,59,70,57,62,57,66,62,65,48,1,43,55.75,56.4,62.333333333333336,72.5,63.5,66,60
D. Drocco,https://cdn.sofifa.org/players/4/19/193412.png,29,66,66,61,55,57,52,66,56,73,77,56,47,61,45,67,70,65,74,59,75,67,92,81,83,64,52,68,66,54,59,62,1,57.666666666666664,61.75,57.2,67.33333333333333,68.75,80,66,60.166666666666664
A. Sušac,https://cdn.sofifa.org/players/4/19/216709.png,29,66,66,64,68,66,66,40,18,43,69,67,34,37,70,30,40,55,60,64,57,64,66,72,66,78,38,17,28,50,25,47,1,66,41.75,55.4,41.666666666666664,61.25,70.5,66,34.166666666666664
M. Perlak,https://cdn.sofifa.org/players/4/19/229509.png,32,66,66,43,44,46,54,66,49,65,42,44,65,66,59,61,65,61,70,61,69,71,87,67,72,46,58,43,65,61,54,66,1,44.333333333333336,58.5,55.2,62.333333333333336,67.75,68,66,57.833333333333336
B. Clarke,https://cdn.sofifa.org/players/4/19/165509.png,30,66,66,42,35,29,58,66,58,66,68,25,67,72,66,53,55,34,65,72,89,64,94,93,65,71,65,64,51,70,61,67,1,35.333333333333336,62,59.6,47.333333333333336,72.5,80.75,66,63
Eduardo,https://cdn.sofifa.org/players/4/19/232581.png,25,66,67,60,68,63,66,50,32,52,60,66,28,33,60,40,55,48,52,74,41,59,51,83,82,81,19,30,25,64,36,34,1,63.666666666666664,50,49.4,47.666666666666664,56.5,74.25,66.5,34.666666666666664
K. Dawson,https://cdn.sofifa.org/players/4/19/199046.png,28,66,66,38,59,46,51,61,55,62,63,48,60,60,59,63,63,59,87,78,65,58,71,65,90,65,57,39,44,58,54,49,1,47.666666666666664,57.25,58,61.666666666666664,72,72.75,66,50.166666666666664
H. McGahey,https://cdn.sofifa.org/players/4/19/220038.png,22,66,74,67,69,63,66,46,33,47,53,60,32,44,60,33,64,63,78,80,46,53,53,84,65,81,28,27,30,42,27,43,1,66.33333333333333,48,49.8,53.333333333333336,64.25,70.75,70,32.833333333333336
Gu Chao,https://cdn.sofifa.org/players/4/19/222342.png,28,66,68,15,12,20,12,16,14,16,41,18,18,59,56,11,28,21,51,48,39,65,50,65,35,78,16,19,18,24,16,23,1,15.666666666666666,14.5,38.4,20,50.75,57,67,19.333333333333332
R. Caballero,https://cdn.sofifa.org/players/4/19/232070.png,27,66,66,30,16,13,62,55,35,67,45,10,70,51,58,37,49,38,67,61,68,60,60,66,54,82,67,63,25,66,59,64,1,19.666666666666668,54.75,46.8,41.333333333333336,64,65.5,66,57.333333333333336
Ever Rodeiro,https://cdn.sofifa.org/players/4/19/236166.png,34,66,66,10,59,62,51,65,56,75,60,70,67,59,72,64,73,53,65,58,70,60,73,70,61,64,50,62,45,71,70,67,1,43.666666666666664,61.75,65.6,63.333333333333336,63.25,67,66,60.833333333333336
X. Arreaga,https://cdn.sofifa.org/players/4/19/246406.png,23,66,71,69,74,71,78,25,30,31,78,53,28,28,44,23,50,44,60,56,42,44,61,70,77,66,18,27,22,39,17,34,1,71.33333333333333,41,46.2,39,50.5,68.5,68.5,26.166666666666668
C. Cercado,https://cdn.sofifa.org/players/4/19/187014.png,29,66,66,61,65,65,64,27,32,57,78,62,34,61,56,59,62,53,54,53,56,61,65,65,64,73,34,13,45,58,56,60,1,63.666666666666664,45,58.2,58,56,66.75,66,44.333333333333336
H. Al Raheb,https://cdn.sofifa.org/players/4/19/197511.png,34,66,66,20,16,23,66,57,37,62,45,35,75,41,64,40,52,31,77,76,68,60,76,81,77,69,67,55,45,62,60,50,1,19.666666666666668,55.5,52,41,70.25,75.75,66,56.5
C. Schuler,https://cdn.sofifa.org/players/4/19/198279.png,30,66,66,63,65,63,66,33,36,43,71,65,39,31,46,36,52,51,37,48,33,60,33,71,56,79,33,40,37,49,22,37,1,63.666666666666664,44.5,50.4,46.333333333333336,44.5,59.75,66,36.333333333333336
S. Mantom,https://cdn.sofifa.org/players/4/19/199815.png,26,66,68,57,58,56,55,60,63,66,60,59,58,66,67,56,67,65,64,60,66,64,70,64,74,67,58,46,59,69,65,59,1,57,61,62,62.666666666666664,63.5,68.75,67,59.333333333333336
O. Bouy,https://cdn.sofifa.org/players/4/19/203399.png,25,66,72,63,67,64,66,67,63,68,66,65,60,64,58,65,65,63,64,54,61,62,55,57,62,66,50,58,61,68,68,49,1,64.66666666666667,66,62.6,64.33333333333333,60.25,60,69,59
J. Dongou Tsafack,https://cdn.sofifa.org/players/4/19/209287.png,23,66,73,35,19,12,57,68,45,59,50,18,68,50,48,53,55,43,85,87,90,64,79,81,69,71,59,62,33,72,57,45,1,22,57.25,46.8,50.333333333333336,81.5,75,69.5,54.666666666666664
P. Mainka,https://cdn.sofifa.org/players/4/19/216199.png,23,66,71,69,66,61,71,43,36,50,60,64,35,44,57,38,56,52,51,59,53,61,41,42,62,79,30,33,37,64,37,40,1,65.33333333333333,50,52,48.666666666666664,56,56,68.5,40.166666666666664
A. Kantari,https://cdn.sofifa.org/players/4/19/172423.png,33,66,66,67,65,64,67,43,39,60,65,61,37,37,56,38,61,62,43,47,53,60,55,67,64,72,27,30,26,53,28,32,1,65.33333333333333,52.25,51.2,53.666666666666664,50.75,64.5,66,32.666666666666664
T. Mavromatis,https://cdn.sofifa.org/players/4/19/245383.png,21,66,74,65,67,65,65,35,23,48,69,66,31,45,60,38,55,56,59,62,52,56,55,76,60,71,24,26,22,66,33,40,1,65.66666666666667,42.75,54.2,49.666666666666664,57.25,65.5,70,35.166666666666664
Li Lei,https://cdn.sofifa.org/players/4/19/224648.png,26,66,68,60,66,65,59,53,51,57,74,62,62,61,51,62,63,61,72,74,65,65,64,67,70,69,26,48,47,57,32,44,1,63.666666666666664,55,62,62,69,67.5,67,42.333333333333336
Raphael Doninho,https://cdn.sofifa.org/players/4/19/236168.png,30,66,66,25,36,40,69,67,58,64,61,54,60,68,70,67,64,54,74,68,80,72,70,67,67,61,54,49,60,68,54,68,1,33.666666666666664,64.5,62.6,61.666666666666664,73.5,66.25,66,58.833333333333336
